jid,formula_raw,formula_reduced,cif_file,cif_path,formation_energy_peratom,ehull,exfoliation_energy,optb88vdw_bandgap,hse_gap,icsd_raw,has_icsd,reference,exp_formula_label,synthesis_data_label
JVASP-77993,NbTlBr4O,NbTlBr4O,JVASP-77993_NbTlBr4O.cif,data/cif/JVASP-77993_NbTlBr4O.cif,-1.20565,0.0,,1.29,,,0,mp-551826-1L,0,0
JVASP-77994,YBiO3,YBiO3,JVASP-77994_YBiO3.cif,data/cif/JVASP-77994_YBiO3.cif,-2.28144,0.0,,2.715,,,0,mp-754152-1L,0,0
JVASP-77996,Li2NiO2,Li2NiO2,JVASP-77996_Li2NiO2.cif,data/cif/JVASP-77996_Li2NiO2.cif,-1.39879,0.0,,0.961,,,0,mp-778781-1L,0,0
JVASP-77997,HgIBr,HgIBr,JVASP-77997_HgIBr.cif,data/cif/JVASP-77997_HgIBr.cif,-0.14597,0.0,,1.548,,,0,mp-570172-1L,0,0
JVASP-77998,C3N4,C3N4,JVASP-77998_C3N4.cif,data/cif/JVASP-77998_C3N4.cif,0.37901,0.0,,1.223,,,0,mp-971684-1L,0,0
JVASP-780,TiTe2,TiTe2,JVASP-780_TiTe2.cif,data/cif/JVASP-780_TiTe2.cif,-0.60966,0.0,109.77,0.0,,,0,mp-1907-1L,0,0
JVASP-78001,BiSe,BiSe,JVASP-78001_BiSe.cif,data/cif/JVASP-78001_BiSe.cif,0.01329,0.0,,0.0,,,0,mp-570286-1L,0,0
JVASP-78002,UBrO2,UBrO2,JVASP-78002_UBrO2.cif,data/cif/JVASP-78002_UBrO2.cif,-2.80113,0.0,,0.081,,,0,mp-27536-1L,0,0
JVASP-78008,AgCNO,AgCNO,JVASP-78008_AgCNO.cif,data/cif/JVASP-78008_AgCNO.cif,0.54256,0.0,,1.333,,,0,mp-545730-1L,0,0
JVASP-78009,LuSb2,LuSb2,JVASP-78009_LuSb2.cif,data/cif/JVASP-78009_LuSb2.cif,-0.10511,0.0,,0.0,,,0,mp-1008902-1L,0,0
JVASP-78010,TlPt2Se3,TlPt2Se3,JVASP-78010_TlPt2Se3.cif,data/cif/JVASP-78010_TlPt2Se3.cif,-0.311,0.0,,1.468,,,0,mp-541487-1L,0,0
JVASP-78011,ZrSiSe,ZrSiSe,JVASP-78011_ZrSiSe.cif,data/cif/JVASP-78011_ZrSiSe.cif,-1.00683,0.0,,0.0,,,0,mp-4628-1L,0,0
JVASP-78013,CuI,CuI,JVASP-78013_CuI.cif,data/cif/JVASP-78013_CuI.cif,-0.05215,0.0,,2.114,,,0,mp-22863-1L,0,0
JVASP-78014,FeCo3O8,FeCo3O8,JVASP-78014_FeCo3O8.cif,data/cif/JVASP-78014_FeCo3O8.cif,-1.00965,0.0,,0.0,,,0,mp-765922-1L,0,0
JVASP-78015,TiAu,TiAu,JVASP-78015_TiAu.cif,data/cif/JVASP-78015_TiAu.cif,-0.09766,0.0,,0.0,,,0,mp-998972-1L,0,0
JVASP-78019,I,I,JVASP-78019_I.cif,data/cif/JVASP-78019_I.cif,0.28365,0.0,,0.0,,,0,mp-1010048-1L,0,0
JVASP-78021,MnAl2S4,Mn(AlS2)2,JVASP-78021_MnAl2S4.cif,data/cif/JVASP-78021_MnAl2S4.cif,-0.89513,0.0,,0.0,,,0,mp-1025314-1L,0,0
JVASP-78024,Ag2SeO4,Ag2SeO4,JVASP-78024_Ag2SeO4.cif,data/cif/JVASP-78024_Ag2SeO4.cif,-0.28506,0.0,,1.585,,,0,mp-11641-1L,0,0
JVASP-78027,Ba2InBrO3,Ba2InBrO3,JVASP-78027_Ba2InBrO3.cif,data/cif/JVASP-78027_Ba2InBrO3.cif,-2.35944,0.0,,2.047,,,0,mp-555212-1L,0,0
JVASP-78030,Sb2TeSe2,Sb2TeSe2,JVASP-78030_Sb2TeSe2.cif,data/cif/JVASP-78030_Sb2TeSe2.cif,-0.16388,0.0,,0.771,,,0,mp-8612-1L,0,0
JVASP-78033,SnF4,SnF4,JVASP-78033_SnF4.cif,data/cif/JVASP-78033_SnF4.cif,-2.33787,0.0,,3.961,,,0,mp-2706-1L,0,0
JVASP-78034,CdH2O2,Cd(HO)2,JVASP-78034_CdH2O2.cif,data/cif/JVASP-78034_CdH2O2.cif,-1.00223,0.0,,2.262,,,0,mp-625548-1L,0,0
JVASP-78035,CeTe2,CeTe2,JVASP-78035_CeTe2.cif,data/cif/JVASP-78035_CeTe2.cif,-0.86863,0.0,,0.476,,,0,mp-1011374-1L,0,0
JVASP-78036,MoO2,MoO2,JVASP-78036_MoO2.cif,data/cif/JVASP-78036_MoO2.cif,-0.23639,0.0,,0.0,,,0,mvc-10952-1L,0,0
JVASP-78037,RbSb2Se4,Rb(SbSe2)2,JVASP-78037_RbSb2Se4.cif,data/cif/JVASP-78037_RbSb2Se4.cif,-0.4146,0.0,,1.232,,,0,mp-9798-1L,0,0
JVASP-78041,TbHO2,TbHO2,JVASP-78041_TbHO2.cif,data/cif/JVASP-78041_TbHO2.cif,-2.67682,0.0,,2.758,,,0,mp-504474-1L,0,0
JVASP-78042,Fe3Se4,Fe3Se4,JVASP-78042_Fe3Se4.cif,data/cif/JVASP-78042_Fe3Se4.cif,-0.10699,0.0,,0.0,,,0,mp-569240-1L,0,0
JVASP-783,WO2,WO2,JVASP-783_WO2.cif,data/cif/JVASP-783_WO2.cif,-0.2136,0.0,102.66,0.0,,,0,mvc-11221-1L,0,0
JVASP-786,ZrS,ZrS,JVASP-786_ZrS.cif,data/cif/JVASP-786_ZrS.cif,-1.38954,0.0,199.72,0.0,,,0,mp-7859-1L,0,0
JVASP-789,ZrSe2,ZrSe2,JVASP-789_ZrSe2.cif,data/cif/JVASP-789_ZrSe2.cif,-1.30592,0.0,95.44,0.57,1.16,,0,mp-2076-1L,0,0
JVASP-792,ZrS3,ZrS3,JVASP-792_ZrS3.cif,data/cif/JVASP-792_ZrS3.cif,-1.30165,0.0,55.49,1.237,,,0,mp-9921-1L,0,0
JVASP-8861,BaO2,BaO2,JVASP-8861_BaO2.cif,data/cif/JVASP-8861_BaO2.cif,-1.81164,0.0,274.29,2.922,,,0,mp-1105-1L,0,0
JVASP-8864,NaZnAs,NaZnAs,JVASP-8864_NaZnAs.cif,data/cif/JVASP-8864_NaZnAs.cif,-0.33023,0.0,118.68,0.387,,,0,mp-13097-1L,0,0
JVASP-8867,KAgSe,KAgSe,JVASP-8867_KAgSe.cif,data/cif/JVASP-8867_KAgSe.cif,-0.62309,0.0,101.49,0.505,1.34,,0,mp-16236-1L,0,0
JVASP-8879,VCl2,VCl2,JVASP-8879_VCl2.cif,data/cif/JVASP-8879_VCl2.cif,-1.13242,0.0,71.73,1.336,,,0,mp-22877-1L,0,0
JVASP-8888,TeRhCl,TeRhCl,JVASP-8888_TeRhCl.cif,data/cif/JVASP-8888_TeRhCl.cif,-0.4352,0.0,93.95,1.231,,,0,mp-22945-1L,0,0
JVASP-8891,BaIF,BaIF,JVASP-8891_BaIF.cif,data/cif/JVASP-8891_BaIF.cif,-2.96823,0.0,83.86,4.38,,,0,mp-22951-1L,0,0
JVASP-8894,PbClF,PbClF,JVASP-8894_PbClF.cif,data/cif/JVASP-8894_PbClF.cif,-1.83229,0.0,92.22,3.592,,,0,mp-22964-1L,0,0
JVASP-8912,AsI3,AsI3,JVASP-8912_AsI3.cif,data/cif/JVASP-8912_AsI3.cif,-0.09946,0.0,96.39,2.181,,,0,mp-23218-1L,0,0
JVASP-8915,CoCl2,CoCl2,JVASP-8915_CoCl2.cif,data/cif/JVASP-8915_CoCl2.cif,-0.49972,0.0,67.45,0.0,0.44,,0,mp-23240-1L,0,0
JVASP-8927,SrHBr,SrHBr,JVASP-8927_SrHBr.cif,data/cif/JVASP-8927_SrHBr.cif,-1.45052,0.0,82.8,2.336,5.39,,0,mp-24423-1L,0,0
JVASP-8933,VClO,VClO,JVASP-8933_VClO.cif,data/cif/JVASP-8933_VClO.cif,-1.87771,0.0,39.04,0.0,,,0,mp-25118-1L,0,0
JVASP-8936,SrO2,SrO2,JVASP-8936_SrO2.cif,data/cif/JVASP-8936_SrO2.cif,-1.92179,0.0,216.9,1.666,,,0,mp-2697-1L,0,0
JVASP-8942,Na2Pd3O4,Na2Pd3O4,JVASP-8942_Na2Pd3O4.cif,data/cif/JVASP-8942_Na2Pd3O4.cif,-0.86617,0.0,139.05,0.425,,,0,mp-27562-1L,0,0
JVASP-8945,NiBr2,NiBr2,JVASP-8945_NiBr2.cif,data/cif/JVASP-8945_NiBr2.cif,-0.29934,0.0,,0.624,,,0,mp-27637-1L,0,0
JVASP-8948,InBrO,InBrO,JVASP-8948_InBrO.cif,data/cif/JVASP-8948_InBrO.cif,-1.28489,0.0,41.81,2.386,,,0,mp-27703-1L,0,0
JVASP-8951,KTlO,KTlO,JVASP-8951_KTlO.cif,data/cif/JVASP-8951_KTlO.cif,-1.01376,0.0,110.68,1.528,,,0,mp-27716-1L,0,0
JVASP-8954,Ba2P2Cl,Ba2P2Cl,JVASP-8954_Ba2P2Cl.cif,data/cif/JVASP-8954_Ba2P2Cl.cif,-0.50182,0.0,,0.0,,,0,mp-27869-1L,0,0
JVASP-8960,SnSb2Te4,Sn(SbTe2)2,JVASP-8960_SnSb2Te4.cif,data/cif/JVASP-8960_SnSb2Te4.cif,-0.12489,0.0,57.29,0.697,,,0,mp-27947-1L,0,0
JVASP-8966,ThNCl,ThNCl,JVASP-8966_ThNCl.cif,data/cif/JVASP-8966_ThNCl.cif,-2.18375,0.0,122.63,2.84,,,0,mp-28065-1L,0,0
JVASP-8972,KAuSe2,KAuSe2,JVASP-8972_KAuSe2.cif,data/cif/JVASP-8972_KAuSe2.cif,-0.36905,0.0,255.48,1.251,,,0,mp-29138-1L,0,0
JVASP-8975,BaMgBi,BaMgBi,JVASP-8975_BaMgBi.cif,data/cif/JVASP-8975_BaMgBi.cif,-0.35079,0.0,,0.0,,,0,mp-29209-1L,0,0
JVASP-8981,K4HgAs2,K4HgAs2,JVASP-8981_K4HgAs2.cif,data/cif/JVASP-8981_K4HgAs2.cif,-0.35521,0.0,107.36,0.718,,,0,mp-29484-1L,0,0
JVASP-8984,RbBiO2,RbBiO2,JVASP-8984_RbBiO2.cif,data/cif/JVASP-8984_RbBiO2.cif,-1.34126,0.0,165.43,1.715,,,0,mp-29521-1L,0,0
JVASP-8987,NaNO2,NaNO2,JVASP-8987_NaNO2.cif,data/cif/JVASP-8987_NaNO2.cif,-0.75731,0.0,199.22,1.999,3.93,,0,mp-2964-1L,0,0
JVASP-8990,Tl2BiSe2,Tl2BiSe2,JVASP-8990_Tl2BiSe2.cif,data/cif/JVASP-8990_Tl2BiSe2.cif,-0.22036,0.0,,0.0,,,0,mp-29662-1L,0,0
JVASP-8996,Sb2Te2Se,Sb2Te2Se,JVASP-8996_Sb2Te2Se.cif,data/cif/JVASP-8996_Sb2Te2Se.cif,-0.12559,0.0,71.8,0.695,,,0,mp-3525-1L,0,0
JVASP-8999,NaZnP,NaZnP,JVASP-8999_NaZnP.cif,data/cif/JVASP-8999_NaZnP.cif,-0.33435,0.0,124.8,0.569,,,0,mp-4824-1L,0,0
JVASP-9002,KMgSb,KMgSb,JVASP-9002_KMgSb.cif,data/cif/JVASP-9002_KMgSb.cif,-0.56523,0.0,110.65,0.766,,,0,mp-7089-1L,0,0
JVASP-9008,BaSe,BaSe,JVASP-9008_BaSe.cif,data/cif/JVASP-9008_BaSe.cif,-1.57887,0.0,,2.179,,,0,mp-7547-1L,0,0
JVASP-9011,Li2CeAs2,Li2CeAs2,JVASP-9011_Li2CeAs2.cif,data/cif/JVASP-9011_Li2CeAs2.cif,-0.86547,0.0,173.22,0.783,,,0,mp-8152-1L,0,0
JVASP-9020,RbNd2Se2,Rb(NdSe)2,JVASP-9020_RbNd2Se2.cif,data/cif/JVASP-9020_RbNd2Se2.cif,-0.91623,0.0,,0.0,,,0,mp-10779-1L,0,0
JVASP-9023,Rb2Pd3S4,Rb2Pd3S4,JVASP-9023_Rb2Pd3S4.cif,data/cif/JVASP-9023_Rb2Pd3S4.cif,-0.706,0.0,95.97,1.356,,,0,mp-11695-1L,0,0
JVASP-9026,KSbS2,KSbS2,JVASP-9026_KSbS2.cif,data/cif/JVASP-9026_KSbS2.cif,-0.61963,0.0,223.31,1.669,,,0,mp-11703-1L,0,0
JVASP-9032,Li4O,Li4O,JVASP-9032_Li4O.cif,data/cif/JVASP-9032_Li4O.cif,-0.79318,0.0,,0.0,,,0,mp-1960-1L,0,0
JVASP-9035,Sr2N2Cl,Sr2N2Cl,JVASP-9035_Sr2N2Cl.cif,data/cif/JVASP-9035_Sr2N2Cl.cif,-0.28645,0.0,,0.0,,,0,mp-23033-1L,0,0
JVASP-9038,Sr2BrN2,Sr2BrN2,JVASP-9038_Sr2BrN2.cif,data/cif/JVASP-9038_Sr2BrN2.cif,-0.19683,0.0,,0.0,,,0,mp-23056-1L,0,0
JVASP-9041,Na2InO2,Na2InO2,JVASP-9041_Na2InO2.cif,data/cif/JVASP-9041_Na2InO2.cif,-1.3145,0.0,,0.0,,,0,mp-5175-1L,0,0
JVASP-9044,BaS,BaS,JVASP-9044_BaS.cif,data/cif/JVASP-9044_BaS.cif,-1.68608,0.0,,1.109,,,0,mp-684-1L,0,0
JVASP-9047,Na2NbS2,Na2NbS2,JVASP-9047_Na2NbS2.cif,data/cif/JVASP-9047_Na2NbS2.cif,-0.91273,0.0,,0.0,,,0,mp-7937-1L,0,0
JVASP-9050,K2NbS2,K2NbS2,JVASP-9050_K2NbS2.cif,data/cif/JVASP-9050_K2NbS2.cif,-0.87583,0.0,,0.0,,,0,mp-7938-1L,0,0
JVASP-9053,Na2NbSe2,Na2NbSe2,JVASP-9053_Na2NbSe2.cif,data/cif/JVASP-9053_Na2NbSe2.cif,-0.69462,0.0,,0.0,,,0,mp-7939-1L,0,0
JVASP-9056,K2YO2,K2YO2,JVASP-9056_K2YO2.cif,data/cif/JVASP-9056_K2YO2.cif,-2.24529,0.0,,0.0,,,0,mp-8409-1L,0,0
JVASP-9059,RbLiS,RbLiS,JVASP-9059_RbLiS.cif,data/cif/JVASP-9059_RbLiS.cif,-1.27279,0.0,94.14,0.968,1.89,,0,mp-8751-1L,0,0
JVASP-9065,RbLiSe,RbLiSe,JVASP-9065_RbLiSe.cif,data/cif/JVASP-9065_RbLiSe.cif,-1.21061,0.0,100.08,1.119,1.98,,0,mp-9250-1L,0,0
JVASP-9068,Ba4Sb2O,Ba4Sb2O,JVASP-9068_Ba4Sb2O.cif,data/cif/JVASP-9068_Ba4Sb2O.cif,-1.40749,0.0,232.85,0.688,,,0,mp-9774-1L,0,0
JVASP-9071,Ba2AgP,Ba2AgP,JVASP-9071_Ba2AgP.cif,data/cif/JVASP-9071_Ba2AgP.cif,-0.36497,0.0,,0.0,,,0,mp-9899-1L,0,0
JVASP-9572,P,P,JVASP-9572_P.cif,data/cif/JVASP-9572_P.cif,0.11186,0.0,,0.848,,,0,mp-black-1L,1,1
